polybench-gpu-1.0-gesummv-gesummv_kernel-11 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-12 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-13 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-14 GPU
polybench-gpu-1.0-gesummv-gesummv_kernel-15 GPU
npb-3.3-CG-makea_7-7 CPU
npb-3.3-CG-makea_7-8 CPU
npb-3.3-CG-makea_7-10 CPU
npb-3.3-CG-makea_7-11 CPU
npb-3.3-CG-makea_7-12 CPU
npb-3.3-CG-makea_7-13 CPU
npb-3.3-CG-makea_7-14 CPU
npb-3.3-CG-makea_7-15 CPU
polybench-gpu-1.0-mvt-mvt_kernel2-7 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-8 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-10 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-11 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-12 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-13 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-14 GPU
polybench-gpu-1.0-mvt-mvt_kernel2-15 GPU
nvidia-4.2-DotProduct-DotProduct-7 CPU
nvidia-4.2-DotProduct-DotProduct-8 CPU
nvidia-4.2-DotProduct-DotProduct-10 CPU
nvidia-4.2-DotProduct-DotProduct-11 CPU
nvidia-4.2-DotProduct-DotProduct-12 CPU
nvidia-4.2-DotProduct-DotProduct-13 CPU
nvidia-4.2-DotProduct-DotProduct-14 CPU
nvidia-4.2-DotProduct-DotProduct-15 CPU
rodinia-3.1-streamcluster-memset_kernel-7 CPU
rodinia-3.1-streamcluster-memset_kernel-8 CPU
rodinia-3.1-streamcluster-memset_kernel-10 CPU
rodinia-3.1-streamcluster-memset_kernel-11 CPU
rodinia-3.1-streamcluster-memset_kernel-12 CPU
rodinia-3.1-streamcluster-memset_kernel-13 CPU
rodinia-3.1-streamcluster-memset_kernel-14 CPU
rodinia-3.1-streamcluster-memset_kernel-15 CPU
MatVecMul-7 GPU
MatVecMul-8 GPU
MatVecMul-10 GPU
MatVecMul-11 GPU
MatVecMul-12 GPU
MatVecMul-13 GPU
MatVecMul-14 GPU
MatVecMul-15 GPU
nvidia-4.2-VectorAdd-VectorAdd-7 CPU
nvidia-4.2-VectorAdd-VectorAdd-8 CPU
nvidia-4.2-VectorAdd-VectorAdd-10 CPU
nvidia-4.2-VectorAdd-VectorAdd-11 CPU
nvidia-4.2-VectorAdd-VectorAdd-12 CPU
nvidia-4.2-VectorAdd-VectorAdd-13 CPU
nvidia-4.2-VectorAdd-VectorAdd-14 CPU
nvidia-4.2-VectorAdd-VectorAdd-15 CPU
