npb-3.3-BT-z_solve2 1
shoc-1.1.5-BFS-BFS_kernel_warp 1
nvidia-4.2-MatVecMul-MatVecMulCoalesced1 1
rodinia-3.1-cfd-time_step 0
npb-3.3-CG-init_mem_1 0
polybench-gpu-1.0-covariance-covar_kernel 1
npb-3.3-FT-cffts1 1
polybench-gpu-1.0-gesummv-gesummv_kernel 1
rodinia-3.1-cfd-memset_kernel 0
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel2 0
npb-3.3-BT-add 1
npb-3.3-CG-main_2 0
rodinia-3.1-gaussian-Fan1 0
polybench-gpu-1.0-2mm-mm2_kernel2 1
amd-app-sdk-3.0-MatrixTranspose-matrixTranspose 1
npb-3.3-BT-initialize1 1
shoc-1.1.5-Scan-reduce 1
npb-3.3-SP-exact_rhs5 0
polybench-gpu-1.0-gramschmidt-gramschmidt_kernel3 1
polybench-gpu-1.0-syrk-syrk_kernel 1
npb-3.3-BT-compute_rhs6 1
rodinia-3.1-streamcluster-memset_kernel 0
npb-3.3-CG-init_mem_0 0
shoc-1.1.5-Reduction-reduce 1
rodinia-3.1-kmeans-kmeans_kernel_c 1
nvidia-4.2-MatVecMul-MatVecMulCoalesced0 1
npb-3.3-FT-checksum 0
npb-3.3-SP-compute_rhs2 1
npb-3.3-FT-init_ui 0
polybench-gpu-1.0-covariance-reduce_kernel 0
polybench-gpu-1.0-mvt-mvt_kernel2 1
rodinia-3.1-particlefilter-sum_kernel 0
amd-app-sdk-3.0-SimpleConvolution-simpleSeparableConvolutionPass2 1
polybench-gpu-1.0-3mm-mm3_kernel2 1
npb-3.3-SP-pinvr 0
npb-3.3-CG-makea_2 1
